gender,department_name,assignment_category,employee_position_title,underfilled_job_title,year_first_hired,salary
F,Department of Health and Human Services,Fulltime-Regular,Child Welfare Caseworker,,1995,96197.88
M,Department of General Services,Fulltime-Regular,Public Service Craftsworker,,1988,66065.23
M,Department of Housing and Community Affairs,Fulltime-Regular,Manager II,,1996,147847.62
F,Department of Public Libraries,Fulltime-Regular,Administrative Specialist II,,1990,86673.48
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2001,97912.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2000,80784.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2016,69657.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker II,,2013,62678.98
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,1990,100849.36
M,Department of Public Libraries,Fulltime-Regular,Library Assistant Supervisor,,2007,50785.5
M,Department of Police,Fulltime-Regular,Police Officer III,,2010,65752.0
M,Department of Environmental Protection,Fulltime-Regular,Refuse Disposal Cashier,,2007,50448.5
F,Office of Procurement,Fulltime-Regular,Procurement Specialist IV,Procurement Specialist I,2015,54921.24
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
F,Fire and Rescue Services,Fulltime-Regular,Administrative Specialist I,,2009,65722.06
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,63887.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2008,78096.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1995,107128.71
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1994,57807.08
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2013,43525.72
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2006,48260.15
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,1997,44641.6
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27805.44
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2002,117239.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,Public Safety Communications Specialist II,2015,46929.17
M,Department of Transportation,Fulltime-Regular,Public Service Craftsworker,,2007,48641.36
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1996,94277.96
M,Office of Legislative Oversight,Fulltime-Regular,Director Office of Legislative Oversight,,2008,171641.0
F,Department of Permitting Services,Fulltime-Regular,Permit Technician III,Permit Technician II,1989,72534.66
M,Department of Police,Fulltime-Regular,Crime Analyst,,2013,54402.73
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1997,55251.81
M,Department of Police,Fulltime-Regular,Administrative Specialist II,,2002,84974.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2004,73801.0
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,2013,83313.58
F,Correction and Rehabilitation,Fulltime-Regular,Information Technology Specialist III,,2006,107657.0
M,Offices of the County Executive,Fulltime-Regular,Manager II,,2012,149015.58
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1999,73801.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2004,73801.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2002,85854.0
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,1992,72445.29
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1994,55251.81
F,Department of Health and Human Services,Fulltime-Regular,Executive Administrative Aide,,1996,70422.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Sergeant,,1997,93945.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2012,56733.0
F,Department of Transportation,Fulltime-Regular,Manager III,,1986,125401.04
M,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,2012,94413.38
F,Department of Health and Human Services,Fulltime-Regular,Office Services Coordinator,,2005,48049.32
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
F,Department of Police,Fulltime-Regular,Public Safety Telephone Reporting Aide II,,1990,76015.03
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,60501.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2011,86622.09
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1990,83611.44
F,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,1991,104717.28
M,Department of Liquor Control,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,,2006,41228.72
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Department of Police,Fulltime-Regular,Master Police Officer,,1994,97392.47
F,Department of Transportation,Fulltime-Regular,Senior Planning Specialist,,2014,88136.06
M,Department of Permitting Services,Fulltime-Regular,Program Manager II,,2013,92358.15
M,Department of General Services,Fulltime-Regular,Public Service Craftsworker,,2005,64141.0
M,Department of General Services,Fulltime-Regular,Capital Projects Manager,,2014,113947.04
F,Office of Management and Budget,Fulltime-Regular,Manager III,,1988,135392.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1990,92756.7
F,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1992,83611.44
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1995,41953.24
F,Department of General Services,Fulltime-Regular,Administrative Specialist II,,1997,84974.0
M,Office of Human Resources,Fulltime-Regular,Psychologist,,2016,107535.0
M,Department of Health and Human Services,Fulltime-Regular,Therapist II,Therapist I,2016,56387.0
F,Department of Permitting Services,Fulltime-Regular,Manager III,,1996,135392.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2008,95019.08
F,Department of Recreation,Fulltime-Regular,Recreation Specialist,,2014,68028.09
F,Department of Health and Human Services,Fulltime-Regular,Program Manager I,,2014,80225.52
M,Department of Police,Fulltime-Regular,Police Officer III,,2003,80829.0
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,55889.73
M,Department of Permitting Services,Fulltime-Regular,Program Manager II,,1988,104717.28
M,Department of Police,Fulltime-Regular,Police Officer III,,1997,89620.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1992,91969.07
F,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,2004,54507.65
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2013,52693.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist III,,2000,76139.65
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
F,County Council,Fulltime-Regular,Legislative Services Coordinator,,2008,62300.19
F,Department of Health and Human Services,Fulltime-Regular,Behavioral Health Associate Counselor,,1990,83497.98
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,1997,73801.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Health Nurse II,,2002,97912.0
M,Department of Police,Fulltime-Regular,Program Specialist I,,2013,49618.43
F,Department of Technology Services,Fulltime-Regular,ERP Functional Business Analyst,,1996,129833.85
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2005,52472.36
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1986,86537.84
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2001,99597.0
M,Department of Transportation,Fulltime-Regular,Program Specialist II,,2005,84974.0
M,Department of Liquor Control,Fulltime-Regular,Liquor Store Manager,,1992,82975.12
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2010,29779.07
F,Department of Liquor Control,Fulltime-Regular,Liquor Store Clerk II,,1999,59787.12
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist III,,2011,61936.52
F,Department of Police,Parttime-Regular,Crossing Guard,,2002,22529.52
M,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2005,73801.0
M,Department of Transportation,Fulltime-Regular,Manager III,,2007,110107.86
F,Department of Technology Services,Fulltime-Regular,Senior Information Technology Specialist,,1988,120768.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2001,56123.38
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2013,36797.11
F,Department of Health and Human Services,Fulltime-Regular,Program Specialist II,,2015,58769.89
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2012,43244.28
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2007,65716.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker II,,2013,62678.98
F,Department of Police,Fulltime-Regular,Police Services Assistant,,2007,50671.75
M,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,1996,60201.44
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,1988,100849.36
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Battalion Chief,,1992,131348.75
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,56990.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2007,46626.87
M,Department of Technology Services,Fulltime-Regular,Senior Information Technology Specialist,,1990,120768.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1997,103506.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2004,88846.0
M,Department of Technology Services,Fulltime-Regular,Telecommunications Specialist,,1991,87298.39
F,Department of Police,Fulltime-Regular,Police Services Assistant,,1995,69222.18
F,Department of Health and Human Services,Fulltime-Regular,Principal Administrative Aide,,1984,60201.44
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2001,48145.17
F,Department of Police,Fulltime-Regular,Police Officer III,,2009,65752.0
M,Department of Transportation,Fulltime-Regular,Equipment Operator I,,2014,39351.08
F,Department of Police,Fulltime-Regular,Public Safety Communications Specialist III,,2007,67447.7
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,2013,36363.34
F,Department of Police,Parttime-Regular,Crossing Guard,,2008,19060.61
M,Department of Technology Services,Fulltime-Regular,Senior Information Technology Specialist,,2003,118400.0
F,Office of Intergovernmental Relations Department,Parttime-Regular,Intergovernmental Relations Legislative Analyst,,2005,94720.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2010,58455.0
M,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,1996,83497.98
F,Office of Management and Budget,Fulltime-Regular,Administrative Specialist II,,2013,83904.14
M,Department of Police,Fulltime-Regular,Police Lieutenant,,1988,123902.96
F,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
F,Department of Police,Parttime-Regular,Crossing Guard,,2000,18416.33
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2004,43425.63
M,Department of Transportation,Fulltime-Regular,Survey Instrument Technician,,1988,69222.18
F,Department of Health and Human Services,Fulltime-Regular,Public Health Advisor,,1997,84974.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,1998,110229.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2002,74713.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2006,65105.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2004,80145.0
F,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,2007,102664.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2014,74617.74
M,Department of Police,Fulltime-Regular,Information Technology Technician III,,2015,68131.46
M,Department of Transportation,Fulltime-Regular,Highway Inspector II,,1998,69460.69
M,Department of Police,Fulltime-Regular,Program Manager I,,2012,82996.15
M,Department of Liquor Control,Fulltime-Regular,Alcohol/Tobacco Enforcement Specialist II,,2008,80980.21
F,Department of Health and Human Services,Parttime-Regular,Social Worker III,,2007,36391.31
F,Department of Health and Human Services,Fulltime-Regular,Senior Information Technology Specialist,,2006,118400.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1994,92756.7
F,Department of Police,Fulltime-Regular,Manager III,,1986,135392.0
F,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2002,96486.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2000,85405.0
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,2014,84554.68
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2002,48145.17
M,Department of Police,Fulltime-Regular,Police Officer III,,2007,70435.0
M,Department of Police,Fulltime-Regular,Master Police Officer,,1988,97392.47
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2000,97912.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,1999,94535.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,83658.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2015,48145.0
